id,name,urlname,link,rating,created,description,member_id,mname
27194600,Blockchain of Things - Delhi,Blockchain-of-Things-Delhi,https://www.meetup.com/Blockchain-of-Things-Delhi/,0,1516268708e3,"<p>Bitcoin, the cryptocurrency, is a disruptive. Blockchain, the technology behind the bitcoin is even more disruptive. Apart from financial, the technology is also being implemented in other industries and areas.</p> 
<p>Similarly, Internet of Things (IoT), is a disruptive technology in its own space and touching almost all the industries. The advent of IoT has thrown open more challenges that solutions.</p> 
<p>IoT with Blockchain behind makes things even more interesting and solves most of the major challenges that are foreseen in the future of IoT. The combination of these technologies will bring out lot more interesting solutions in various industries.</p> 
<p>Any and everyone who is interested to explore this interesting combination of technologies can be part of this meetup group. The members can share their knowledge and experiences in these areas and evolve to next levels.</p> 
<p>The college students, who are looking for upcoming technologies can participate these groups to gain the exposure to these technologies.</p> 
<p>The industry experts can join to share experience and knowledge to the members.</p> 
<p>The group is backed by industry experts, having collective experience of 60+ years.</p>",241066517,Nishun Sharma
27203059,Global Diversity CFP,Global-Diversity-CFP,https://www.meetup.com/Global-Diversity-CFP/,0,1516341681e3,"<p>Everyone who loves to talk about technologies, give sessions, love to arrange workshops</p>",142755272,Trishul Goel
27223927,New Delhi Backpackers & City Freaks,Delhi-Backpackers-n-City-Freaks,https://www.meetup.com/Delhi-Backpackers-n-City-Freaks/,0,1516511277e3,"<p>“This is a group for anyone who is interested in trekking, travelling, leisure trips, cycling, swimming, hiking, rock climbing, camping, kayaking, bouldering, etc...</p>
<p>I would like to concentrate mainly on adventure activities, weekend trips and city life events.</p>
<p>All skill levels are welcome. I started this group to meet other outdoor enthusiasts. Looking forward to exploring the outdoors with everybody.”</p>",246478161,BCF Official
27236626,Interior Decorating and Styling,Interior-Decorating-and-Styling,https://www.meetup.com/Interior-Decorating-and-Styling/,0,1516600229e3,"<p>“This is a group for anyone interested in home decor and styling. All skill levels are welcome, whether you are a professional designer or just have a keen interest in Interior Decor. I have over 10 years of experience in Interior Styling and Sourcing. I started this group to meet other Interior decor enthusiasts. I am hoping we can have concrete discussions on the topic and of course some workshops on Interior Decorating and related fields like Product, textile designing and Art""</p>",110440832,Aparna
27237404,Wonderful Experiences: New vistas in International Travel,Wonderful-Experiences-New-vistas-in-International-Travel,https://www.meetup.com/Wonderful-Experiences-New-vistas-in-International-Travel/,0,1516607766e3,"<p>""This group is for those who are really passionate about traveling, exploring new places &amp; experiencing life from a different perspective. Join us if you love to travel frequently and explore the world. We shall create wonderful experiences by visiting different countries, cities &amp; locations worldwide to admire nature, wildlife, cultural vistas in different countries of the world. We shall plan at least 2-3 extensive international journeys every year based on the consensus among group members.""</p>",193078860,Vivek Mahajan
27272801,"Confederation of Indian Micro, Small and Medium Enterprises",Entrepreneur-Business-Growth-Summit-on-25-02-2018,https://www.meetup.com/Entrepreneur-Business-Growth-Summit-on-25-02-2018/,0,1516896756e3,"<p>Club Entrepreneur&nbsp;a unit of Confederation of Indian Micro, Small and Medium Enterprises is a movement that is changing the&nbsp;nation through a new kind of business education. Passionate about the importance of doing the work you love, we impact the lives of our community every day by educating them to build the life and business of their dreams. Promoted by the group of qualified and highly experienced professional,&nbsp;<b>Confederation of Indian Micro, Small and Medium Enterprises</b>&nbsp;and&nbsp;<b>Confederation of&nbsp;Startupreneurs and Studentpreneurs</b>&nbsp;was born out of dissatisfaction with the education available to help entrepreneurs start and scale successful businesses. Today we are aiming to India’s largest and most effective educator of business owners, with a community of over 30,000 across India by 2018.&nbsp;Our members' personal and commercial outcomes are at heart of everything we do.&nbsp;</p>
<p><b>Confederation of Indian Micro, Small and Medium Enterprises is</b>&nbsp;for developing better entrepreneur ecosystem across India.&nbsp;</p> 
<p>·&nbsp; To identify and strengthen industry's role in the economic development of the country</p>
<p>·&nbsp; To act as a catalyst in bringing about the growth and development of Indian Industry</p>
<p>·&nbsp; To reinforce industry's commitment to society</p>
<p>·&nbsp; To provide up-to-date information and data to industry and government</p>
<p>·&nbsp; To create awareness and support industry's efforts on quality, environment, energy management, and consumer protection</p>
<p>·&nbsp; To identify and address the special needs of the small sector to make it more competitive</p>
<p>·&nbsp; To promote cooperation with counterpart organisations</p>
<p>·&nbsp; To work towards the globalization of Indian industry and integration into the world economy</p>
<p><a class=""embedded"" href=""https://youtu.be/nkTq3j4Zc28"">https://youtu.be/nkTq3j4Zc28</a></p>",246823684,CIMSME
27273954,Delhi MuleSoft Meetup Group,Delhi-MuleSoft-Meetup-Group,https://www.meetup.com/Delhi-MuleSoft-Meetup-Group/,0,1516905582e3,<p>Welcome to the Delhi MuleSoft Meetup Group! Please make sure to join us at https://meetups.mulesoft.com/delhi/ to be the first to know as soon as new Meetup is scheduled in your city.</p>,201635833,MuleSoft
27320906,Collaboration- Film Makers,Collaboration-Film-Makers,https://www.meetup.com/Collaboration-Film-Makers/,0,1517283103e3,<p>Welcoming all the film making professionals to be a part of this group and collaborate on different film projects.</p>,174104422,Shrey Chhabra
27343467,1 Tactics To Outstanding Sales Growth For Your Startup,1-Tactics-To-Outstanding-Sales-Growth-For-Your-Startup,https://www.meetup.com/1-Tactics-To-Outstanding-Sales-Growth-For-Your-Startup/,0,1517476112e3,"<p>Internet has tilted the balance of power towards buyers, giving them access to more information and choices. And as a seller you are not only required to master product or business domain knowledge but human psychology as well.<br>If you are in the business of Selling And convincing buyers to purchase your products and services, then this session is for you. The session will cover 21 proven tactics to increase your Sales!</p> 
<p>You will learn:</p> 
<p>Sales Challenges <br>Continuous Education – Understanding buyers behaviour<br>Building your Brand Image – Halo effect<br>Preparing meaningful prospect list<br>Three tactics to engage buyers<br>Seven Decision making shortcuts to influence decisions<br>Commercial and Objections handling<br>Customer Retention<br>21 practical tactics that will help increase your success rate</p> 
<p>Who must attend?<br>Startups, Entrepreneur and Business Owners. <br>Consultants<br>Sales and Marketing Professionals<br>Anyone who wants to learn and master Sales tactics</p> 
<p>Speaker: Vinod Mehra<br>Founder @ Neev Consultancy; Board advisors for iProtec; President of Smartlife NGO in Dubai. He has over 25 years of sales and leadership experience in technology sales. He is a Social selling evangelist and has written over 800 plus blog post.</p>",200709442,"91springboard, Delhi"
27348098,Mobile Meetup: Confederation's Business Connect Platform,Mobile-Meetup-Confederations-Business-Connect-Platform,https://www.meetup.com/Mobile-Meetup-Confederations-Business-Connect-Platform/,0,1517514031e3,"<p>Hi</p> 
<p>On behalf of growth committee of Confederation of Indian Micro, Small and Medium Enterprises and Confederation of Startupreneurs and Studentpreneurs a unit of Indian Centre for Social, Economic and Environmental Research, I am pleased to invite you to our “Confederation’s Business Connect” platform* powered by Hubbler. It was born out of dissatisfaction with the education available to help entrepreneurs start and scale successful businesses. Confederation is the movement that is changing the nation through a new kind of business education. Passionate about the importance of doing the work you love, we impact the lives of our community every day by educating them to build the life and business of their dreams. Today we are aiming to India’s largest and most effective educator of business owners, with a community of over 30,000 across India by 2018. Our members' personal and commercial outcomes are at heart of everything we do. Objective: Replacement of Competition with Collaboration. Experience Business Growth Built In Our Platform. Enjoy Business on the Go.</p> 
<p>*Confederation’s Business Connect platform offers <br>1. One - Many Communication ( Channels )<br>2. Many - Many Communication ( Group )<br>3. One - One Communication ( Direct Messages )<br>4. Polls ( To Conduct a Survey )<br>5. Events <br>6. Promotions<br>7. Knowledge</p> 
<p>*Platform to ease of doing business within<br>1. Fillup the google forms for onboarding to our Business Connect platform.<br>2. Idea and Product validation with community support<br>3. Promotion of your business services within community<br>4. Float your business inquiries and offers<br>5. Knowledge session on demand<br>6. Community of entrepreneurs across Industry (on-boarding process begin)<br>7. Community goal: Replacement of Competition with Collaboration.<br>8. Many more community-based opportunities etc. *Platform is available on monthly subscription basis w.e.f 1st March’2018. Currently, we are 26,000+ members offline. Onboarding and the hand-holding process will be carried for Feb’2018. <a href=""https://docs.google.com/forms/d/e/1FAIpQLSd1CRFJupy9fkkzlJH3f56uZgKXmDVXv_ueyGyslOi_f7sjjQ/viewform?c=0&amp;w=1&amp;usp=mail_form_link"" class=""linkified"">https://docs.google.com/forms/d/e/1FAIpQLSd1CRFJupy9fkkzlJH3f56uZgKXmDVXv_ueyGyslOi_f7sjjQ/viewform?c=0&amp;w=1&amp;usp=mail_form_link</a></p>",246823684,CIMSME
27365297,Coding Interview Preparations,Coding-Interview-Preparations,https://www.meetup.com/Coding-Interview-Preparations/,0,1517658633e3,"<p>This group is for developers preparing of Coding Interviews. Professionals/Students who want to join companies like Google, Amazon, Facebook, Adobe, Microsoft, etc. should join this group. &lt;br/&gt;</p>
<p>In general, there will be lot of discussions around data structure, algorithms, logical puzzles, OS concepts, system design everything from interview point of view.</p>
<p>You may be interested in visiting following links to know more about Ritambhara Technologies:</p>
<p><a href=""https://www.youtube.com/user/techritambhara/videos"">https://www.youtube.com/user/techritambhara/videos</a><br></p>
<p><a href=""http://ritambhara.in/"">http://ritambhara.in/</a><br></p>
<p><a href=""https://www.facebook.com/kamalrawatbooks/"">https://www.facebook.com/kamalrawatbooks/</a><br></p>
<p>http://www.amazon.com/-/e/B0765VFLKD<br></p>",245265653,Kamal Rawat
27384770,Noida/Delhi Dining Out Meetup,Noida-Delhi-Dining-Out-Meetup,https://www.meetup.com/Noida-Delhi-Dining-Out-Meetup/,0,1517814261e3,"<p>I'm new to Delhi, and I'm a foodie. I need to go out eat good food, but I have no friends here. I invite any of you fellow foodies to join me to try all sorts of food joints in Delhi/NCR. And of course, the bill is always on me. :)</p> 
<p>Ibrahim<br>28/male</p>",7092981,Ibrahim Dua
27385719,Youtubers & Vloggers Meetup,Youtubers-and-Vloggers,https://www.meetup.com/Youtubers-and-Vloggers/,0,1517825643e3,"<p>This Video Blogger and Youtubers Meetup is for Helping New and existing Youtubers and Video Bloggers</p>
<p>Who Can Join&nbsp;</p>
<p>&lt;br&gt;Any One who wants to start a Youtube channel or Having a Youtube Channel. If you want to Promote your business through Videos then also you can Join this group!</p>
<p><b>Agenda of the meetup</b></p>
<p>Benefits and Advantages of Video Marketing and Youtube in business &lt;br&gt;How to get fame through different Platforms of Video Marketing &lt;br&gt;How to create and Promote a Youtube Channel &lt;br&gt;Share your Story of becoming a Youtuber &lt;br&gt;Solutions to your all queries related to Video marketing and Youtube Marketing &lt;br&gt;How to earn more money from Videos</p>
<p>Whatsapp to 9811749170 to join directly.</p>",212494833,Ashish Aggarwal
27395858,Delhi Outdoors Meetup,Delhi-Outdoor-Meetups,https://www.meetup.com/Delhi-Outdoor-Meetups/,0,1517906645e3,"<p>This is a group for anyone interested in Hiking in Himalyas, Trekking, camping, ,Explore the wild places of Himalyas, etc. Let's get together for affordable activites and spend some days of your life in Himalyas. I started this group to meet other outdoor enthusiasts. Looking forward to exploring the Himalyas with everybody.</p>",247494416,Mount Warrior
27407924,DIYblockchain - Delhi Chapter,diyblockchain-delhi,https://www.meetup.com/diyblockchain-delhi/,4.44,1518003885e3,"<p>We all understand Blockchain is the new tech in the arena &amp; its here to stay for a very long time. Having said that , I am one of those young Indian’s who have started this ecosystem in India long back , and doing so one of the things we have been doing actively is to educate and nurture the new generation and the society with the Blockchain Technology. Even doing this for a long time where we have trained thousands of hours globally &nbsp;by workshops , online trainings etc we have observed that by just training we are not helping the ecosystem as audience needs to be enabled with the skill set. Hence to cater this need we realized we need to enable the “ Makers culture in Blockchain” , hence we have formed “<b>DIYblochain” which stands for Do It Yourself Blockchain and enabling the makers culture in blockchain. </b>In this initiative we are not just going to train people but will them opportunity to get there hands dirty with the technology too by providing them live projects and products to work on post the trainings and other mode of learning. </p>
<p>Blockchain Technology is the most advanced tech on the planet right now . Our entire ecosystem is thriving towards it. One of the biggest challenges in this ecosystem is the right skillset . If we need to adapt this technology&nbsp; , we need skilled people.&nbsp;The Demand For Blockchain Engineers Is Skyrocketing, But we do not enough resources as per Forbes. Hence we need to create the resource by educating people not just by training on different programs but also enabling them . The biggest problem in the entire ecosystem is that Blockchain is not just some tech its an ecosystem which we are calling Internet 3.0 and we need to build the ecosystem by all possible ways.&nbsp;</p>
<p>DIYblockchain is not just going to train people but will enable the makers culture in the blockchain . DIYblockchain is going to nurture the audience in blockchain globally by training them , giving them a platform to get there hands dirty, allowing them to showcase their skills by incubating and also building yearlong programs to build the ecosystem. DIYblockchain will also run a dedicated space for incubating young talent where they will be rigorously trained and will be provided with all the necessary resources to touch the sky&nbsp; and sky is the limit.&nbsp;</p>",261305283,DIYblockchain
27417907,Angel Healing & communicating with Angels (Archangels),Angel-Healing-communicating-with-Angels-Archangels,https://www.meetup.com/Angel-Healing-communicating-with-Angels-Archangels/,0,1518078664e3,"<p>This course is available only on Invitation Basis, in case you are interested, please contact directly to the organiser<br>We are always surrounded by our angels, they are always their to protect us, guide us and help us but most of the time we do not listen to their guidance due to no awareness and a direct connection with them, in this workshop we will make you feel there presence around you and also teach you to connect with them directly to get your answers thru different techniques and meditation. The brief syllabus is given below<br>Syllabus:<br>What are Angels<br>Discussion on Different Angels<br>15 Healing Archangels<br>How to invoke Archangels<br>Angel Meditations<br>Healing with Archangels<br>Auto writing<br>Mediumship<br>Angel Card board readings<br>Angel oracles<br>Solving Past life issues with the help of Angels<br>Short Discussion on the Dimension Shift 2012</p> 
<p>The fee to this course is Rs.15000/- per participant.</p> 
<p>Early bird discount available , call for the details.</p> 
<p>Contact Madhu at 9873283331/9910083331 or mail at madhu@indiatarot.com for querries and registration</p> 
<p>blessings<br>Madhu<br>www.indiatarot.com</p>",2392496,Madhu
27418053,Gurgaon Education & Technology Meetup,meetup-group-gGwOBgAq,https://www.meetup.com/meetup-group-gGwOBgAq/,0,1518080486e3,<p>This is a group for anyone who wants to learn the fundamentals of programming using python.</p>,239616437,STREAM Minds
27429141,Noida Amazon Seller Meetup,Noida-Amazon-Seller-Meetup,https://www.meetup.com/Noida-Amazon-Seller-Meetup/,0,1518164618e3,"<p>UppSkill brings for you a breakthrough 2 day bootcamp for Amazon Sellers, individuals and organizations who sell products on platforms like Amazon. Registration link: <a href=""http://bit.ly/UppSkillBootcamp1"" class=""linkified"">http://bit.ly/UppSkillBootcamp1</a></p> 
<p>This 2 day paid bootcamp will reveal to you the proven techniques, tricks and industry standards that will dramatically boost your sales on Amazon.</p> 
<p>The course instructor and creator is Randeep Singh who has proven expertise and experience as a Top Seller. In this Amazon Seller Bootcamp you will learn everything you need to know and more on how to start and profitably run &amp; grow your own Amazon Business in India. It is a 2 days hands-on bootcamp that would enable you to scale and achieve massive success as an Amazon Seller.</p> 
<p>This is a paid bootcamp. The fees is Rs.10,000 excluding taxes. Sign up here to know more and register for the bootcamp. <a href=""http://bit.ly/UppSkillBootcamp1"" class=""linkified"">http://bit.ly/UppSkillBootcamp1</a></p>",239486145,uppskill
27471121,Delhi Android Development Meetup,Delhi-Android-Development-Meetup,https://www.meetup.com/Delhi-Android-Development-Meetup/,0,1518369907e3,<p>EXPLORING A STARTUP WITH IOT - Let us not talk on the subject - come on lets do it .</p>,206701652,Rp Singh
27484079,Improve and Learn English with American natives,English-Language-Conversation-Meetup,https://www.meetup.com/English-Language-Conversation-Meetup/,0,151842971e4,"<p><b>Be part of our meet-ups to take your English basic and conversation skills to the next level.</b></p>
<p>This group is beneficial for all, from a basic English learner to a non-native English teacher, who wants to improve his or her linguistic skill. Moreover to an inspiring student, who has been Interested in studying abroad or an explorer who wants to learn more about other cultures or has a desire to know about interesting places, food and education. If you are a seeker of any of said desires then It's the right place to join.</p>
<p><span>Come join us to enjoy a casual English conversation meetup, to discuss the different aspects of English and tips to improve your conversation skill. We believe&nbsp;and moreover confident that the English department of Lexicos Institute of Languages &amp; cultures has a lot to share with you.</span><br></p>
<p>Hosted by the department of English - Pam and Julia (American expats and English teachers)</p>
<p>Come have some fun with us!</p>
<p><img src=""https://secure.meetupstatic.com/photos/event/1/f/c/8/600_469028136.jpeg""></p>
<p><br></p>",244438969,Lexicos Institute of Languages
27495664,Gurugram MuleSoft Meetup Group,Gurugram-MuleSoft-Meetup-Group,https://www.meetup.com/Gurugram-MuleSoft-Meetup-Group/,0,1518482592e3,"<p>The Gurugram MuleSoft Meetup Group is a group for anyone using or interested in MuleSoft's technologies, Mule ESB, Anypoint Studio, enterprise integration, web services, IoT, REST APIs, micro services, and modern technologies.</p>",201635833,MuleSoft
27500336,ManageEngine - India Chapter,ManageEngine-India-Chapter,https://www.meetup.com/ManageEngine-India-Chapter/,0,1518504746e3,"<p>If you are an IT management expert, network admin, sysadmin or a cybersecurity expert... this community is just for you. Our product experts will host a series of seminars and workshops which will act as ideal platforms to discuss, share knowledge and exchange ideas on a variety of topics.&nbsp;</p>
<p> <br></p>
<p>You can network with your peers, learn to boost your organisation's IT productivity and showcase your expertise. Reach out to us at india-events@manageengine.com if you have any questions on upcoming events in the region.</p>",230322103,IT users and ManageEngine
27522215,India Cassandra User Group (ICUG),India-Cassandra-User-Group-ICUG,https://www.meetup.com/India-Cassandra-User-Group-ICUG/,0,1518632818e3,<p>To spread No-SQL technology over to every database geek - this group will act as a bridge to gap the distance.</p>,211761111,Arpit Agrawal
27527601,Delhi Software Crafters,Delhi-Software-Crafters,https://www.meetup.com/Delhi-Software-Crafters/,5,1518677147e3,"<p><span>My name is Iker, and I work in a Spanish company called 540.</span> <br></p>
<p>We started this company 3 years ago, and our main focus is delivering high quality digital services to our clients. For that we have included XP techniques, TDD, code reviews...in order to improve our workflow and quality.</p>
<p>I'll be in Delhi until next week. If anybody wants to join, we would make an introduction to unit testing, TDD, prepare some Kata or I would share our workflow or the way we work. In summary, the idea is to share knowledge. I am very interested to know how you work here in India :)</p>
<p>I am open to other requests or ideas.</p>",230506156,Iker
27549464,Banjaray Road Riders,Banjaray-Road-Riders,https://www.meetup.com/Banjaray-Road-Riders/,0,1518871075e3,"<p>Hello Mates ..This group is only for those people who love Road Trips ..Long drive new cities ,new people ,new world of adventure and many more so Please join us ..So join us and start your road journey in new passion ..</p> 
<p>We will organiser only road trips...</p>",181288172,Jatin bhandari
27559345,SuccessFactors Meetup,SuccessFactors-Meetup,https://www.meetup.com/SuccessFactors-Meetup/,5,1518939079e3,"<p>We want to create a planet of human workforce for businesses, individuals, and professionals to endeavor future success.</p>
<p>1. Upskill people on cloud technology. <br>2.To Build Largest Community of HR Professionals <br>3.Understanding of cutting edge technology</p>
<p>Who can Join us? <br>Anybody who wishes to enthusiastic about Cloud technology - SuccessFactors HR <br>-A fresh Graduate <br>-Working on domain HR <br>-HR Tech – People-soft/Oracle HRMS <br>-Laterals in any technology</p>",235449922,Rekha Shukla
27561002,Gurgaon French Language Meetup,Gurgaon-French-Language-Meetup,https://www.meetup.com/Gurgaon-French-Language-Meetup/,0,1518956334e3,"<p>Looking to take your French conversation skills to the next level? If you are a non-native French teacher, who wants to improve his linguistic skill or an inspiring student Interested in studying abroad or an explorer wants to learn more about other cultures or just want to have fun talking about food? If you are a seeker of any of said desires then It's the right place to join.</p> 
<p>Come join us to enjoy a casual French conversation meetup to discuss and understand the standard French learning pedagogy &amp; its associated cultures, cuisines, social life and education. French department of Lexicos Institute of Language has lot to offer you!</p> 
<p>Hosted by Kasi Kabengi Diolene, a DRC expat and head of the French team, come have some fun with us... and a cup of coffee!</p>",244438969,Lexicos Institute of Languages
27573900,Delhi Women's Circle--A DLS Affiliate,Delhi-Womens-Circle,https://www.meetup.com/Delhi-Womens-Circle/,4.5,1519048319e3,"<p>A social group for ladies where women can meet over lunches, tea, coffee, movies, shopping and games</p>",193764096,Sharmeen Khan
27576540,Let's Make a Movie Part-2,Lets-Make-a-Movie-Part-2,https://www.meetup.com/Lets-Make-a-Movie-Part-2/,0,1519065089e3,"<p>The purpose of this group is to create a team of passionate filmmakers, writers, producers,<span>actors, editors, camerapersons&nbsp;</span><span>and production crew to make a feature film.&nbsp;</span><span>those who would like to collaborate please join the group and call/ message at 9810360866</span></p>",207978726,Vatan singh
27582528,JustWravel - Road Trips and Treks,JustWravel,https://www.meetup.com/JustWravel/,0,1519102042e3,"<p>JustWravel is a team of Adventure and road trip loving Individuals. We organize road trips, treks and group tours to offbeat locations.</p>
<p><br></p>",NA,NA
27622216,Management & Marketing Seminars,Management-Marketing-Seminars,https://www.meetup.com/Management-Marketing-Seminars/,0,1519399569e3,<p>Those who are interested to learn about the latest management and marketing tools that can be employed to manage one’s business and job better. It is a continuously running seminar that shall happen every weekday. The topic of discussion changes every week.</p>,193806082,Sameer
27622351,Kraaftify - Healing Souls through Art Form,Healing-with-Mandala-Basic,https://www.meetup.com/Healing-with-Mandala-Basic/,0,1519400584e3,"<p>Emotions are the part of our daily lives which involves both positive and negative emotions. Our biological instinct is to turn away from the emotional pain, and this, when accumulated over time, causes emotional wounds. This leads to a constant feeling of being sad, lost and something missing in life without any reason.&nbsp;This is because the emotional wounds are buried deep inside and is not a part of our conscious anymore. Engaging in different activities gives us a temporary sense of being and happiness, but it's not for long. The reason is the cause is not resolved and the only solution is to, acknowledge the wound and work on that.&nbsp;</p>
<br>
<p><b>“Art can PERMEATE the very deepest part of us,&nbsp; where no WORDS exist” </b>~ Eileen Miler</p>
<br>
<p>Mandala literally meaning a circle in Sanskrit is an ancient term and a healing art form is known for centuries. The term symbolically represents our inner the universe and depicts our inner current self at the time of practicing it, making our unconscious conscious at the moment or in simple terms makes unknown known without using a word to explain. Because of this benefit, the Mandalas are used by many psychologists worldwide as a therapeutic tool for their clients.&nbsp;They can be used for mere relaxation to getting relieved from the emotional burden and much more.</p>
<br>
<p><b>About me:</b></p>
<p>Hi, I’m Neha.&nbsp; I am an Expressive Art Therapy Facilitator, working towards self-development and bringing a positive change in the life of people around me and my clients. I love changing the limiting beliefs to the empowering ones.&nbsp;</p>
<br>
<p>I had been working as an HR professional and have an experience of 8+ years in the domain. While working for so many years with Human Resources and dealing with people around, I realized that everyone is set on a journey of their own, but very few of them know the way towards a better life. Majority of them are simply lost in their way because of the distractions caused by their everyday life events and issues, either leading to an emotional wound or triggering it.&nbsp;</p>
<br>
<p>My primary goal as an Expressive Art Therapy facilitator is to help people to be free from these emotional burden and trauma caused by them, by engaging people into an unconscious art journey. This results in making people aware of the underlying issues and acknowledges them, which is the first step towards Healing. The sessions help people in looking deeply into the issues and finding ways to resolve them or to come to terms with the issues so that they do not bug anymore.&nbsp;</p>
<br>
<p>I have read this somewhere: Art therapy serves just like seeing yourself truly into an old dusty mirror. Initially, the image is dirty and blurred because of the emotional wounds and trauma. But, as you keep cleaning the mirror with your unconscious efforts of art, the image gets clearer and clearer. It’s like cleaning your soul off of any negativity.</p>",154044182,Kraaftify
27642722,Gurgaon Graduate Students Meetup,meetup-group-MFFuVPEN,https://www.meetup.com/meetup-group-MFFuVPEN/,0,1519559953e3,<p>Fresh graduates / first jobbers / anyone keen change profession - and interested in advertising. Open and interactive discussion by advertising veterans on how to equip yourself for a career in advertising and what to expect from this profession.</p>,248975933,Syed Usman
27642800,The Crop Circle,The-Crop-Circle,https://www.meetup.com/The-Crop-Circle/,5,1519560688e3,"<p>Anyone passionate about advertising and keen to equip one's self to join this exciting profession. Fresh graduates, first jobbers and those looking at changing their line of profession. It is a 4 month, twice a week (evening / weekend 2hrs) short term course on 3 streams - copywriting, visual communication and brand strategy. These highly interactive and 1-2-1 classes will be taken by veterans of the advertising industry, will have guest sessions by creative directors, photographers, musicians, animators, brand managers, artists, film makers, etc. Also a chance to have a week long internship in a real advertising agency.</p>",248975933,Syed Usman
27654095,Power of spirituality,Power-of-spiritually,https://www.meetup.com/Power-of-spiritually/,0,1519651641e3,<p>Healing the mind by spiritual power of the self. Connecting self with the universal power.</p>,248451629,R & R ASSOCIATES
27662643,Brishti's book club,Brishtis-book-club,https://www.meetup.com/Brishtis-book-club/,0,1519712694e3,"<p>We will meet in cafes, talk about books we've been reading or want to read, discuss movies (specially those related to books) and also attend interesting events related to literature, film or theatre whenever possible.<br>You should join if you like reading, are a film buff, and like to discuss your interests with other people :)</p>",14212346,Brishti
27664251,Franchise & Business Opportunity Events,Franchise-opportunity-in-Delhi,https://www.meetup.com/Franchise-opportunity-in-Delhi/,5,1519728709e3,"<p>Start a New Business with franchisebatao.com</p> 
<p>This is a one to one meetup session where we are adressibg your business requirement .</p> 
<p>If you are looking for any business opportunity then we can help you to find the best franchise opportunity at low cost and that will be profitable too.</p> 
<p>You also can franchise your business to expand it to all India and world</p>",212494833,Ashish Aggarwal
27675426,Toddlers Hub,Toddlers-Hub,https://www.meetup.com/Toddlers-Hub/,0,1519789207e3,"<p>A shout-out to all the high-energy toddlers and their parents in Delhi. This gang meets once a month at different playhouses in Delhi, where toddlers and parents have fun, make new friends, and learn best practices.</p>",NA,NA
27679856,Delhi Microsoft Azure Cloud  Solution Architect Meetup,Delhi-Microsoft-Azure-Cloud-Solution-Architect-Meetup,https://www.meetup.com/Delhi-Microsoft-Azure-Cloud-Solution-Architect-Meetup/,0,1519830804e3,"<p>This is a group for anyone interested in Microsoft azure specially doing solution architect work i.e. Azure IaaS side, Cloud migration, etc. All skill levels are welcome. I started this group to meet other enthusiasts and working professional . Join us to learn, explore the Azure platform and discuss challenges with everybody and grow in your field.”</p>",213395601,Ashutosh Singh
27687936,My Bat Travels,My-Bat-Travels,https://www.meetup.com/My-Bat-Travels/,0,1519889702e3,"<p>If you are looking for new experiences and love meeting new people and are open to different Point of View on travelling then Bat Travels is for you.</p> 
<p>Bat Travels is the first travel company of India that organises tours and events for sighted and unsighted people to experience together. As a sighted person when you travel with us, you become a travelpal to an unsighted traveller. You keep explaining him/her the surroundings and everything visual that you see. Why don't you look us up on www.battravelsonline.com and on facebook.</p>",249279243,Ritu Sinha
27698945,Denodo User Group (DUG),Denodo-Data-Virtualisation,https://www.meetup.com/Denodo-Data-Virtualisation/,5,1519986298e3,"<p>Engineers / Architects or any techie who wants to implement Data virtualization as a solution who have Duplicate Data spread across multiple sources and are struggling to provide Data as a Service. This Forum will be of help and will describe ways to channel your data as service by providing single interface for disparate data sources or using API's.</p> 
<p>Basically, Data virtualization integrates data from disparate sources, locations and formats, without replicating the data, to create a single ""virtual"" data layer that delivers unified data services to support multiple applications and users. The result is faster access to all data, less replication and cost, more agility to change.</p>",215635102,Deepak Mishra
27699142,Cloudera Hadoop India User Group,Cloudera-India-User-Group,https://www.meetup.com/Cloudera-India-User-Group/,0,151998841e4,"<p>This group is for every techie who wants to understand what cloudera delivers as a platform, How to administer it and support different business use cases like adhoc requirement, streaming or bulk processing.</p> 
<p>I being a Cloudera - Hadoop Administrator , wanted to share experiences on how to administer, detect issues and possible resolution, backup/recovery strategies and resolving performance issues and other important skills.</p>",215635102,Deepak Mishra
